NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
146,타발루가와 얼음공주,스벤 운터발트 주니어,,예지림엔터테인먼트,예지림엔터테인먼트,20200108,개봉영화,장편,독일,304,190654000,27330,33625100,4221,애니메이션,전체관람가,독립/예술영화
147,게이트 키퍼: 또 다른 세계,세르게이 모크리츠키,,(주)씨맥스이앤씨,(주)씨맥스이앤씨,20200109,개봉영화,장편,러시아,1,5000,1,0,0,SF,15세이상관람가,일반영화
148,꼬치집:과부 여주인,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,20200109,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
149,나쁜 섹스:겁탈 당한 아내3,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,20200109,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
150,리틀 큐,나영창,,(주)모인그룹,(주)미로스페이스,20200109,개봉영화,장편,홍콩,37,7288460,963,3385000,426,드라마,전체관람가,독립/예술영화
151,몽마르트 파파,민병우,"웃음을 주는 영화,(주)해밀픽쳐스",,(주)트리플픽쳐스,20200109,개봉영화,장편,한국,42,48610800,6580,24893800,3124,다큐멘터리,전체관람가,독립/예술영화
152,소녀가 소녀에게,에다 유카,,(주)디오시네마,(주)디오시네마,20200109,개봉영화,장편,일본,9,7761100,796,7063100,703,드라마,15세이상관람가,독립/예술영화
153,수상한동거,원명준,스마일컨텐츠,,스마일컨텐츠,20200109,개봉영화,장편,한국,20,639000,110,371000,66,멜로/로맨스,청소년관람불가,일반영화
154,썩시드,차야놉 분프라콥,,주식회사 슈아픽처스,주식회사 슈아픽처스,20200109,개봉영화,장편,태국,12,7412200,783,6924200,714,코미디,12세이상관람가,독립/예술영화
155,애인:일본 유부녀들,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,20200109,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
156,어린 처형 3,정진호,모히또필름,,(주)컨텐츠 빌리지,20200109,개봉영화,장편,한국,20,934000,169,672000,126,멜로/로맨스,청소년관람불가,일반영화
157,울지마 톤즈 2 : 슈크란 바바,강성옥,"KBS 미디어,(주)드림팩트엔터테인먼트,원피스",,(주)영화특별시에스엠씨,20200109,개봉영화,장편,한국,232,144149940,19632,56050880,7366,다큐멘터리,전체관람가,독립/예술영화
158,잠 못 이루는 섹스2 무삭제판,이민환,(주)케이알씨지,,(주)케이알씨지,20200109,개봉영화,장편,한국,1,1000,1,1000,1,멜로/로맨스,청소년관람불가,일반영화
159,차일드 인 타임,줄리언 파리노,,그린나래미디어(주),(주)팝엔터테인먼트,20200109,개봉영화,장편,영국,75,48693920,5744,32361100,3649,드라마,15세이상관람가,독립/예술영화
160,친구엄마들:세 친구의 스와핑,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,20200109,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
161,남자에 굶주린 그녀,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,20200110,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화
162,도도녀 길들이기,신성진,선셋 시네마,,선셋 시네마,20200110,개봉영화,장편,한국,20,937000,170,668000,126,멜로/로맨스,청소년관람불가,일반영화
163,무림방주: 절대고수의 탄생,조지,,(유)조이앤시네마,(유)조이앤시네마,20200110,개봉영화,장편,중국,18,669000,162,601000,121,사극,15세이상관람가,독립/예술영화
164,새엄마 동생,이동현,(주)케이알씨지,,(주)케이알씨지,20200110,개봉영화,장편,한국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
165,어린 관리사,최성은,(주)영화사히트,,(주)영화사히트,20200110,개봉영화,장편,한국,20,933000,169,664000,125,성인물(에로),청소년관람불가,일반영화
166,이은미-가슴큰누나,원명준,스마일컨텐츠,,스마일컨텐츠,20200110,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
167,일 트로바토레,프랑코 제피렐리,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,20200112,개봉영화,장편,독일,5,35161000,1468,26345000,1100,공연,전체관람가,일반영화
168,개인교습: 사촌여동생,강정훈,제이투프로덕션,,(주)소나무픽쳐스,20200113,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
169,겁탈당한 유부녀,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,20200113,개봉영화,장편,일본,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
170,젊은 장모: 여친의 엄마,이재금,제이투프로덕션,,(주)소나무픽쳐스,20200113,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
171,팔려버린 아내,사다오카 사다오,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,20200113,개봉영화,장편,일본,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
172,나를 유혹한 여친의 친구,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200114,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
173,월드 워 Z : 아포칼립스,,,(주)알이디아이스엔터,(주)알이디아이스엔터,20200114,개봉영화,장편,영국,1,1000,1,0,0,공포(호러),15세이상관람가,일반영화
174,유부녀 여상사와 출장,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200114,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
175,트레져 헌터: 비밀의 책,,,(주)소나무픽쳐스,(주)소나무픽쳐스,20200114,개봉영화,장편,중국,5,4657000,990,4657000,990,멜로/로맨스,12세이상관람가,독립/예술영화
176,나쁜 녀석들: 포에버,"아딜 엘 아르비,빌랄 팔라",,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,20200115,개봉영화,장편,미국,896,4880576760,547775,1431204050,155245,액션,청소년관람불가,일반영화
177,맛있는여대생들-무삭제,천성준,에이원 미디어,,에이원 미디어,20200115,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
178,슈퍼 베어,,,"(주)스톰픽쳐스코리아,(주)팀원픽쳐스",와이드 릴리즈(주),20200115,개봉영화,장편,미국,227,106064760,15164,18694400,2334,액션,전체관람가,독립/예술영화
179,스파이즈,기욤 이베르넬,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,20200115,개봉영화,장편,프랑스,224,81267560,11000,17357940,2128,애니메이션,전체관람가,일반영화
180,해치지않아,손재곤,"(주)디씨지플러스,(주)어바웃필름",,(주)에이스메이커무비웍스,20200115,개봉영화,장편,한국,1216,10154099090,1209689,2304920440,262944,코미디,12세이상관람가,일반영화
181,갱,조바른,"(주)스토리풀,(주)컨텐츠 빌리지,(주)모그픽쳐스",,(주)삼백상회,20200116,개봉영화,장편,한국,53,15304640,9463,1922460,222,액션,15세이상관람가,독립/예술영화
182,딥워터 서바이벌,,,찬란,찬란,20200116,개봉영화,장편,영국,1,300000,60,300000,60,공포(호러),12세이상관람가,독립/예술영화
183,벌룬,미카엘 헤르비그,,주식회사 세미콜론스튜디오,주식회사 세미콜론스튜디오,20200116,개봉영화,장편,독일,24,17339500,2058,12292000,1424,드라마,12세이상관람가,독립/예술영화
184,브라 이야기,바이트 헬머,,알토미디어(주),알토미디어(주),20200116,개봉영화,장편,독일,12,10796440,1353,8184440,925,드라마,12세이상관람가,독립/예술영화
185,신의 은총으로,프랑수아 오종,,씨네블루밍,찬란,20200116,개봉영화,장편,프랑스,41,44147760,5666,30171760,3632,드라마,15세이상관람가,독립/예술영화
186,엄마 바람피게하기,윤원규,주식회사 마운틴픽쳐스,,주식회사 마운틴픽쳐스,20200116,개봉영화,장편,한국,5,237000,92,205000,75,코미디,12세이상관람가,독립/예술영화
187,우아한 만찬,미구엘 아테타,,주식회사 더쿱,주식회사 더쿱,20200116,개봉영화,장편,미국,5,85000,25,53000,19,코미디,15세이상관람가,독립/예술영화
188,주말 오후6시의 연인,왕지방,(주)나우콘텐츠,,(주)나우콘텐츠,20200116,개봉영화,장편,한국,20,943000,171,665000,125,멜로/로맨스,청소년관람불가,일반영화
189,친구의 육덕진 딸 첫경험 시키기,,,(주)플라이어,(주)플라이어,20200116,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
190,타오르는 여인의 초상,셀린 시아마,,그린나래미디어(주),"그린나래미디어(주),(주)홈초이스",20200116,개봉영화,장편,프랑스,120,1251474838,148644,743960858,85167,드라마,15세이상관람가,독립/예술영화
191,파라다이스 인 푸켓:여대생의 맛 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20200116,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
192,파라다이스 인 푸켓:유학생의 맛 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20200116,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
193,더러운 아내,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,20200117,개봉영화,장편,한국,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
194,스와핑 : 잘못된 쾌락,최민현,(주)영화사가을,,(주)영화사가을,20200117,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
195,어쩌다 액션 히어로,,,주식회사 풍경소리,주식회사 풍경소리,20200117,개봉영화,장편,멕시코,5,22000,15,2000,1,액션,15세이상관람가,독립/예술영화
196,음란 며느리,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200117,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
197,자매들:감금의 추억,한동호,주식회사 플릭스코,,주식회사 플릭스코,20200117,개봉영화,장편,한국,20,888000,160,664000,125,드라마,청소년관람불가,일반영화
198,참지 못하는 여친의 성욕,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,20200117,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화
199,아내의 애인 3 무삭제,김환,(주)영화사가을,,(주)영화사가을,20200120,개봉영화,장편,한국,20,100000,20,0,0,멜로/로맨스,청소년관람불가,일반영화
200,1944 대전투,데이빗 아부카야,,(유)조이앤시네마,(유)조이앤시네마,20200121,개봉영화,장편,프랑스,5,31000,31,1000,1,전쟁,15세이상관람가,독립/예술영화
201,아줌맛,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200121,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
202,직장상사에게 빼앗긴 아내,오자키 히로코우지,,(주)플라이어,(주)플라이어,20200121,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
203,거친 섹스에 빠진 그녀들,박은석,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,20200122,개봉영화,장편,한국,1,1000,1,0,0,드라마,청소년관람불가,일반영화
204,남산의 부장들,우민호,(주)하이브미디어코프,,(주)쇼박스,20200122,개봉영화,장편,한국,1659,41223596650,4750104,9851448590,1113402,드라마,15세이상관람가,일반영화
205,남편선배:속궁합이 궁금해,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,20200122,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
206,남편친구:손기술에 가버린 아내,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,20200122,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
207,미스터 주: 사라진 VIP,김태윤,리양필름(주),,"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",20200122,개봉영화,장편,한국,692,5057108660,601675,985780260,115640,코미디,12세이상관람가,일반영화
208,불량탐정: 먹이사슬,리차드 킴,영화사 산들바람,,(주)액티버스엔터테인먼트,20200122,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
209,속궁합 잘 맞는 친구엄마,최민현,(주)영화사가을,,(주)영화사가을,20200122,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
210,스와핑 : 아내의 동의,최민현,(주)영화사가을,,(주)영화사가을,20200122,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
211,스파이 지니어스,"닉 브루노,트로이 콴",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,20200122,개봉영화,장편,미국,712,3689131180,449876,987127600,112433,애니메이션,전체관람가,일반영화
212,쌔끈한 며느리,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200122,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
213,어리고 이쁜 새엄마,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,20200122,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
214,오즈의 마법사: 요술구두와 말하는 책,,,,(주)박수엔터테인먼트,20200122,개봉영화,장편,러시아,252,195207320,24534,35061960,4123,애니메이션,전체관람가,일반영화
215,위로해준 시동생,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,20200122,개봉영화,장편,일본,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
216,자매전쟁,리차드 킴,영화사 산들바람,,(주)액티버스엔터테인먼트,20200122,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
217,히트맨,최원섭,베리굿스튜디오(주),,롯데컬처웍스(주)롯데엔터테인먼트,20200122,개봉영화,장편,한국,1122,20614278000,2406232,4072414720,472840,코미디,15세이상관람가,일반영화
